name,fc0,fc1,fc2,fc3,fc4,fc5,fc6,fc7,fc8,fc9,fc10,fc11,fc12,fc13,fc14,fc15,affinity
3ttp,224.22717,-61.160038,112.95291,-143.17812,263.68933,385.89575,-206.29036,345.52365,-231.62802,187.75107,0.0,0.0,0.0,8.285473,0.0,0.0,9.12
3tu7,224.49765,-58.92172,194.9069,-135.58415,280.9243,471.3898,-228.94807,377.3328,-249.56743,222.38074,0.0,0.0,0.0,5.9519935,0.0,0.0,8.09
3tz0,657.5768,-61.164196,153.17242,-161.50568,39.882393,181.0342,-178.87688,189.36475,-205.37903,123.22983,0.0,0.0,0.0,3.3182445,0.0,0.0,5.04
3tza,486.66534,-73.52718,304.78943,-157.95818,247.58858,406.92245,-237.19756,369.37146,-271.04288,286.79208,0.0,0.0,0.0,5.118797,0.0,0.0,5.5
3u5l,460.89874,-47.483418,201.40295,-148.15361,183.41788,288.5062,-187.44052,275.9249,-235.47678,174.96214,0.0,0.0,0.0,5.2314715,0.0,0.0,6.19
3u6h,61.014088,-61.760094,323.48038,-208.3112,630.49054,612.6902,-413.05374,674.2175,-330.16193,318.3422,0.0,0.0,0.0,6.863573,0.0,0.0,9.0
3u6i,92.14867,-66.38129,296.19006,-188.91072,552.1358,554.0278,-353.0239,598.5605,-306.38416,292.2411,0.0,0.0,0.0,7.403783,0.0,0.0,9.0
3u81,576.2527,-61.997993,279.7228,-122.696075,153.09004,297.4704,-180.78354,276.7208,-244.41217,195.94402,0.0,0.0,0.0,4.903371,0.0,0.0,4.44
3u8j,252.75131,-59.8082,80.64122,-135.44402,162.36581,338.07584,-168.09877,233.53177,-221.99861,129.39645,0.0,0.0,0.0,4.0629654,0.0,0.0,8.51
3u90,710.9394,-67.37219,205.54826,-177.30005,40.17933,133.70721,-179.27182,208.65916,-213.89581,121.69937,0.0,0.0,0.0,3.317617,0.0,0.0,4.62
3u92,417.07343,-52.722927,132.02843,-132.90227,147.55113,250.53822,-186.06572,266.89914,-228.49869,130.94794,0.0,0.0,0.0,4.729434,0.0,0.0,7.48
3ubd,415.54642,-82.31723,371.69113,-162.21997,354.0873,482.35355,-284.08447,452.54434,-307.64172,333.65244,0.0,0.0,0.0,5.701949,0.0,0.0,5.54
3ucj,445.56778,-58.03249,206.65651,-153.734,216.54503,341.1814,-198.64473,297.68613,-239.88124,193.13362,0.0,0.0,0.0,5.7662435,0.0,0.0,6.0
3udd,341.28348,-59.231,237.66489,-155.22903,243.42496,369.69327,-244.35089,340.27814,-260.7798,222.85678,0.0,0.0,0.0,5.31299,0.0,0.0,7.1
3ug2,275.6948,-49.038155,182.87654,-126.80864,195.13893,338.60754,-217.45789,296.01645,-238.11497,200.01605,0.0,0.0,0.0,5.832346,0.0,0.0,8.25
3uil,633.84015,-70.21839,144.8311,-169.14551,19.642508,93.10746,-188.43704,203.23636,-211.79675,95.967186,0.0,0.0,0.0,2.9556463,0.0,0.0,6.0
3uj9,656.57074,-63.65121,203.02618,-161.64885,82.312256,207.87762,-178.94557,231.97163,-215.8871,133.95078,0.0,0.0,0.0,2.822959,0.0,0.0,4.63
3ujc,658.7128,-62.181374,207.45001,-161.52467,82.080444,203.71227,-182.4333,233.27174,-220.36128,136.5895,0.0,0.0,0.0,2.945543,0.0,0.0,4.59
3ujd,676.99756,-67.17837,190.04927,-165.86841,69.80776,195.83655,-168.73628,235.89687,-208.83461,129.42581,0.0,0.0,0.0,2.853105,0.0,0.0,4.69
3umq,782.7676,-81.43462,205.58737,-185.16516,3.3213136,51.107094,-202.13527,206.72852,-233.83478,115.812675,0.0,0.0,0.0,2.3197906,0.0,0.0,4.62
3upk,550.0306,-95.47228,354.38876,-180.85863,316.6499,434.71857,-250.12851,425.7844,-292.12247,300.03955,0.0,0.0,0.0,4.291451,0.0,0.0,4.3
3upv,539.7479,-68.67094,215.26447,-158.13817,197.44926,286.57,-187.39351,295.74487,-246.01538,169.7429,0.0,0.0,0.0,4.3950567,0.0,0.0,5.3
3usx,670.79364,-85.56214,234.98103,-188.29633,120.89686,203.47453,-220.13303,298.10315,-257.04938,169.2963,0.0,0.0,0.0,3.2144437,0.0,0.0,5.02
3uu1,689.7623,-63.853786,173.64209,-172.05692,26.92822,120.300285,-177.71394,205.67883,-215.10297,123.89341,0.0,0.0,0.0,3.1201134,0.0,0.0,5.2
3uw4,416.1453,-52.731953,73.513855,-125.50694,90.28498,218.33636,-169.741,198.46483,-215.33842,108.5986,0.0,0.0,0.0,5.19688,0.0,0.0,7.77
3uw5,402.3091,-45.56807,81.72692,-121.32139,101.47382,206.45386,-171.8914,202.36371,-198.70482,96.477936,0.0,0.0,0.0,5.1973653,0.0,0.0,7.85
3uxd,673.923,-69.105576,181.6655,-166.24149,78.97992,206.84308,-196.6551,216.75887,-241.31175,136.73285,0.0,0.0,0.0,4.146733,0.0,0.0,4.41
3uxk,642.2393,-69.025536,159.36185,-170.24147,48.46137,184.88196,-184.3143,187.8226,-197.91113,120.68557,0.0,0.0,0.0,3.6208842,0.0,0.0,4.93
3uxl,593.3449,-64.590416,155.131,-172.2811,71.54066,221.14429,-183.9557,223.23888,-222.61087,137.19025,0.0,0.0,0.0,3.8002553,0.0,0.0,5.57
3uz5,439.18665,-63.417236,101.36392,-152.34637,81.82989,252.70139,-179.61444,212.68205,-223.41867,121.189705,0.0,0.0,0.0,4.298498,0.0,0.0,7.22
3uzj,601.54193,-66.57087,146.18672,-161.09904,44.794964,153.64182,-173.30281,185.43317,-208.56984,95.50518,0.0,0.0,0.0,3.344856,0.0,0.0,5.55
3v2n,472.14053,-58.41049,193.44688,-139.21817,159.52077,294.57288,-183.3172,262.04852,-224.02126,169.79617,0.0,0.0,0.0,4.114029,0.0,0.0,6.1
3v2p,354.73956,-69.20664,311.27197,-150.15346,322.70914,446.68167,-251.47772,421.8364,-279.69348,272.5876,0.0,0.0,0.0,4.983161,0.0,0.0,6.36
3v2q,398.29865,-58.146866,278.66135,-147.17197,276.7929,398.17438,-231.96661,378.6798,-270.8456,242.29163,0.0,0.0,0.0,4.3003345,0.0,0.0,6.29
3v3q,417.3854,-55.85007,240.49419,-150.5136,282.66498,331.73257,-230.05518,385.8557,-268.22214,200.14722,0.0,0.0,0.0,6.2578626,0.0,0.0,6.6
3v5p,193.44064,-63.59617,185.20366,-150.9234,351.2848,429.98196,-257.7809,432.13724,-265.37427,219.79402,0.0,0.0,0.0,6.192208,0.0,0.0,8.96
3v5t,127.97478,-63.585007,317.96613,-161.91235,506.13455,569.3239,-317.191,562.36224,-301.2617,295.63745,0.0,0.0,0.0,6.3565116,0.0,0.0,8.22
3v78,369.38242,-60.323334,432.7354,-159.40944,460.30115,547.0324,-329.78632,572.3849,-330.03235,338.90146,0.0,0.0,0.0,5.7877436,0.0,0.0,5.54
3v7x,91.24444,-61.567787,260.85394,-156.74292,414.9892,594.77374,-302.05914,486.82916,-301.3806,289.8747,0.0,0.0,0.0,6.275175,0.0,0.0,8.57
3vbd,102.90917,-56.53451,367.062,-147.67342,464.73163,647.48303,-345.61343,558.8627,-325.9436,358.14005,0.0,0.0,0.0,6.5138683,0.0,0.0,8.07
3vd9,625.30347,-65.42616,248.1017,-151.9266,188.65356,282.40356,-181.74294,293.11523,-235.4976,159.87225,0.0,0.0,0.0,3.5847974,0.0,0.0,4.0
3veh,541.9463,-69.59704,267.157,-159.71057,193.21182,347.67203,-210.64986,303.10062,-268.73087,238.25117,0.0,0.0,0.0,5.2247868,0.0,0.0,4.96
3vf5,171.77577,-54.519493,189.1398,-158.11592,361.47348,345.96802,-269.70764,400.37796,-260.91742,208.33453,0.0,0.0,0.0,8.970205,0.0,0.0,9.34
3vf7,157.53824,-50.05102,206.32607,-161.67104,433.03326,438.4068,-303.21158,470.58432,-277.33102,244.05026,0.0,0.0,0.0,9.14188,0.0,0.0,9.1
3vfa,218.5778,-52.345745,197.655,-163.46852,354.04514,311.65424,-271.30365,397.13882,-262.27756,215.83234,0.0,0.0,0.0,8.800461,0.0,0.0,9.19
3vh9,524.8037,-71.287254,105.09894,-143.53342,63.80937,211.80818,-165.88298,192.6089,-204.12679,90.82259,0.0,0.0,0.0,3.8619857,0.0,0.0,6.24
3vha,338.18527,-63.599163,152.61737,-147.37958,192.83035,367.71213,-182.4601,282.06046,-234.28061,187.19571,0.0,0.0,0.0,5.10705,0.0,0.0,7.4
3vhc,165.74046,-49.506268,218.27081,-165.7948,352.20856,428.80777,-272.59592,423.19235,-271.35364,231.10762,0.0,0.0,0.0,5.0908284,0.0,0.0,8.89
3vhd,137.79439,-48.14025,207.32257,-157.78905,400.36432,443.3538,-298.55048,465.94083,-268.00302,229.7209,0.0,0.0,0.0,5.1808343,0.0,0.0,9.28
3vhk,556.5206,-63.50824,238.57524,-150.64206,193.45438,312.6688,-175.7665,286.3055,-212.91278,173.45976,0.0,0.0,0.0,4.97537,0.0,0.0,4.6
3vjc,167.68457,-66.577156,396.54727,-204.82536,557.26044,615.21826,-392.06073,638.39325,-340.1737,380.7677,0.0,0.0,0.0,5.729999,0.0,0.0,7.72
3vje,162.82033,-53.57283,353.0971,-195.50081,577.71906,580.29956,-387.51807,639.95514,-349.37476,330.92346,0.0,0.0,0.0,6.1474843,0.0,0.0,8.01
3vtr,461.72845,-65.07317,218.16707,-142.29683,243.32002,383.44937,-216.77472,329.63278,-263.00836,212.02084,0.0,0.0,0.0,4.110365,0.0,0.0,5.57
3vvy,472.92493,-83.08045,354.1506,-166.41643,348.40802,431.17142,-245.3864,422.05344,-277.64026,273.50616,0.0,0.0,0.0,5.5728636,0.0,0.0,4.84
3vx3,347.74826,-62.76981,167.91733,-147.51324,218.44797,335.496,-221.10242,333.03317,-255.37491,189.43292,0.0,0.0,0.0,4.1281977,0.0,0.0,7.82
3w37,490.35965,-69.47533,301.1157,-155.52113,250.59215,397.71515,-225.03171,362.71536,-258.0941,247.69127,0.0,0.0,0.0,4.421996,0.0,0.0,5.18
3w5n,744.1226,-95.26399,242.6094,-175.33176,63.502792,194.8529,-196.01126,227.82434,-237.53233,193.74123,0.0,0.0,0.0,3.2748728,0.0,0.0,3.87
3w9k,426.32138,-50.1161,186.591,-134.14778,228.17038,315.6781,-201.92767,294.73154,-234.4817,170.02939,0.0,0.0,0.0,3.8980947,0.0,0.0,6.32
3w9r,543.2112,-64.83535,178.41002,-163.32512,162.19751,264.5995,-198.43898,286.12076,-246.61671,190.069,0.0,0.0,0.0,4.38755,0.0,0.0,6.18
3wgg,531.77216,-75.30128,479.71368,-197.99406,481.97083,521.38135,-341.86673,653.62164,-359.84137,367.25464,0.0,0.0,0.0,5.2648315,0.0,0.0,4.4
3wha,174.25743,-60.617268,138.33119,-142.8658,268.02155,356.92923,-223.67075,334.7326,-232.7157,167.37932,0.0,0.0,0.0,5.3275356,0.0,0.0,9.32
3wjw,602.4141,-77.241196,276.5193,-162.1331,163.26894,336.70355,-196.26666,269.4011,-246.84653,212.7212,0.0,0.0,0.0,4.6701083,0.0,0.0,3.87
3wmc,483.12524,-72.52248,146.17924,-168.96422,160.38705,286.52432,-197.64189,270.45844,-239.02637,164.61736,0.0,0.0,0.0,5.110793,0.0,0.0,6.51
3wtl,363.66,-70.21818,160.91338,-150.89084,227.54944,351.36096,-187.21935,314.98416,-236.93877,156.01277,0.0,0.0,0.0,4.4301176,0.0,0.0,7.04
3wtm,381.68457,-50.758198,173.57353,-144.8716,209.29099,313.5365,-207.96417,284.01114,-239.3302,170.54675,0.0,0.0,0.0,4.4966307,0.0,0.0,7.0
3wtn,459.8815,-51.99103,121.78956,-139.85101,137.11786,255.89879,-179.19658,240.29457,-222.16924,146.90631,0.0,0.0,0.0,4.0277195,0.0,0.0,7.04
3wto,382.877,-56.63171,140.36049,-146.36465,169.11807,332.33884,-179.01814,256.01132,-234.29573,153.55743,0.0,0.0,0.0,3.9837723,0.0,0.0,6.92
3wvm,507.88123,-71.491394,214.28438,-155.25508,196.30112,324.0496,-184.3742,286.71127,-239.87291,211.90729,0.0,0.0,0.0,4.250723,0.0,0.0,5.71
3wz6,483.0929,-62.836693,210.3001,-143.4497,163.248,297.8073,-204.95529,282.70795,-242.66306,179.74997,0.0,0.0,0.0,5.1523266,0.0,0.0,5.96
3wz7,454.77853,-80.41071,269.3381,-168.03288,256.0043,401.3626,-242.80212,365.96744,-275.92426,241.4709,0.0,0.0,0.0,5.8337083,0.0,0.0,5.74
3wzn,414.65878,-58.442917,122.03647,-148.14603,150.71304,297.98477,-180.00613,236.22678,-211.75198,145.73085,0.0,0.0,0.0,4.1305676,0.0,0.0,7.0
3x00,238.83075,-55.870197,128.93929,-127.646324,185.98592,326.41776,-203.18338,298.82828,-239.07053,163.4605,0.0,0.0,0.0,5.0270724,0.0,0.0,9.08
3zbx,160.50012,-78.41872,216.49599,-153.16148,398.66324,567.66864,-262.86554,458.15366,-272.54254,263.32175,0.0,0.0,0.0,5.7858953,0.0,0.0,8.22
3zc5,207.23492,-61.80991,339.3394,-162.727,481.5386,571.48706,-317.30453,532.7526,-292.30603,301.44052,0.0,0.0,0.0,5.8235645,0.0,0.0,7.13
3zdh,369.99097,-52.448475,161.9817,-132.43132,157.8936,328.78275,-189.82353,265.99487,-229.65521,180.88437,0.0,0.0,0.0,3.9407887,0.0,0.0,7.35
3zdv,649.08606,-61.20256,126.22414,-155.51082,-7.8812475,94.46625,-164.6835,158.44058,-178.27444,67.21432,0.0,0.0,0.0,5.372952,0.0,0.0,5.48
3zi0,250.10976,-48.59304,297.26733,-164.64412,405.8629,489.67004,-310.89517,504.48187,-296.4116,257.7171,0.0,0.0,0.0,4.5575476,0.0,0.0,7.4
3zi8,628.77264,-59.551437,129.8227,-154.27771,16.372967,88.47723,-168.52571,148.44589,-182.68883,87.00234,0.0,0.0,0.0,2.9939795,0.0,0.0,5.66
3zj6,447.8095,-58.923607,140.11813,-145.50731,165.37756,290.9044,-195.15607,262.97086,-236.07648,149.40985,0.0,0.0,0.0,4.7430606,0.0,0.0,6.66
3zll,499.88635,-65.88283,170.93735,-149.53603,130.84253,266.0146,-220.57318,268.68796,-248.0977,162.34528,0.0,0.0,0.0,3.3490634,0.0,0.0,6.4
3zln,266.11487,-61.440502,136.19194,-136.09215,233.70798,353.19946,-197.36118,328.74628,-230.47183,159.76082,0.0,0.0,0.0,5.4111066,0.0,0.0,8.47
3zm9,154.90285,-79.69607,498.66296,-185.55775,723.33905,630.8783,-474.03857,791.86584,-384.6202,385.84973,0.0,0.0,0.0,6.1409607,0.0,0.0,7.42
3znr,204.76634,-69.22506,344.66672,-151.42215,416.87646,592.41034,-309.65057,513.0023,-302.43484,342.81073,0.0,0.0,0.0,5.7082653,0.0,0.0,7.44
3zns,202.01074,-66.18164,328.50027,-150.27734,403.13718,577.0259,-296.8789,487.80136,-291.43555,329.8183,0.0,0.0,0.0,5.8366923,0.0,0.0,7.41
3zps,143.08769,-60.750824,263.99057,-161.27467,478.95605,536.4591,-312.83636,519.87305,-278.06854,269.64404,0.0,0.0,0.0,6.641333,0.0,0.0,8.3
3zq9,535.9751,-59.548058,142.88023,-162.66618,111.895096,257.07858,-208.32268,240.7821,-244.25531,154.15125,0.0,0.0,0.0,4.1459417,0.0,0.0,6.02
3zqe,670.5125,-79.64743,245.54027,-175.46854,116.63796,248.25531,-212.18257,255.37967,-247.7052,203.5804,0.0,0.0,0.0,4.344466,0.0,0.0,4.23
3zt3,765.4481,-93.715614,337.99478,-188.78221,118.46105,171.17949,-191.84644,238.63652,-238.04678,199.6555,0.0,0.0,0.0,4.0967417,0.0,0.0,2.86
3zyf,695.7902,-71.54358,150.18831,-162.9152,17.258968,90.902374,-170.68852,165.11105,-202.00595,87.169334,0.0,0.0,0.0,3.4174647,0.0,0.0,4.85
3zze,141.17114,-68.30348,203.61119,-150.21407,387.92065,513.10455,-269.9808,449.64764,-259.6224,238.75299,0.0,0.0,0.0,5.547014,0.0,0.0,8.89
456c,199.17325,-62.158653,64.19208,-127.71604,193.23232,348.67566,-175.13644,289.0824,-225.05275,155.47447,0.0,0.0,0.0,6.8310447,0.0,0.0,9.77
4a4v,405.46323,-55.445843,242.51721,-156.63515,270.95383,351.89105,-235.53249,382.83618,-278.62228,196.67654,0.0,0.0,0.0,4.9940023,0.0,0.0,6.54
4a4w,202.60286,-78.10789,312.74066,-165.19836,452.17688,571.7807,-321.11234,548.90344,-314.19186,322.83594,0.0,0.0,0.0,5.8652163,0.0,0.0,7.72
4a6b,118.53156,-60.348644,298.161,-168.96048,547.79535,590.9521,-347.6892,599.86975,-293.35104,296.90668,0.0,0.0,0.0,6.9997215,0.0,0.0,8.38
4a6c,127.74643,-59.913895,325.7324,-166.59763,547.4173,608.02936,-345.38513,600.3854,-299.32846,303.2262,0.0,0.0,0.0,6.9679112,0.0,0.0,7.92
4a6l,165.52266,-66.61901,344.26965,-175.05872,524.4846,562.0787,-355.023,598.9152,-320.54892,310.69897,0.0,0.0,0.0,5.3066626,0.0,0.0,8.0
4a6s,664.24365,-69.02617,130.9466,-149.25029,-6.509572,102.907845,-159.24406,150.83664,-197.40808,73.34135,0.0,0.0,0.0,3.9608302,0.0,0.0,5.2
4a7i,273.04544,-57.095375,75.73317,-128.40948,181.57765,309.07388,-187.91098,263.1721,-228.09009,128.24309,0.0,0.0,0.0,5.8656616,0.0,0.0,8.7
4a95,395.73526,-71.40228,281.39835,-155.57693,314.54678,446.0765,-238.63377,388.96524,-265.35873,252.31776,0.0,0.0,0.0,5.3518653,0.0,0.0,5.76
4ab9,764.54065,-86.23947,256.21777,-191.92953,60.038345,172.81314,-183.69266,205.12125,-227.02559,168.20496,0.0,0.0,0.0,2.9170537,0.0,0.0,3.33
4aba,746.47534,-73.80463,222.09073,-184.50896,49.98102,145.47455,-182.96791,201.4291,-214.22188,140.3021,0.0,0.0,0.0,3.1557114,0.0,0.0,3.82
4abb,687.8203,-64.977264,206.9686,-174.57094,46.560204,160.90134,-187.66852,201.04153,-218.03462,140.973,0.0,0.0,0.0,2.998109,0.0,0.0,4.51
4abe,735.4881,-88.98109,282.77905,-172.44102,90.577515,182.02602,-163.23877,221.0158,-231.79776,187.39552,0.0,0.0,0.0,3.151867,0.0,0.0,3.4
4abf,636.7983,-63.060085,216.93687,-165.90591,82.62934,218.83578,-183.01172,220.67183,-225.81702,157.90396,0.0,0.0,0.0,3.1339192,0.0,0.0,4.62
4abh,733.17725,-72.122505,206.54837,-182.40756,38.972107,134.40376,-182.14946,193.8704,-213.0817,137.7808,0.0,0.0,0.0,3.135241,0.0,0.0,4.15
4acc,254.72922,-62.408833,196.51932,-148.32564,303.95602,416.90903,-212.32439,353.45114,-247.08008,211.27682,0.0,0.0,0.0,6.287068,0.0,0.0,7.7
4ad2,451.69824,-56.671173,193.3946,-138.13747,160.08105,324.26804,-176.80049,255.56094,-230.61838,193.75034,0.0,0.0,0.0,4.229363,0.0,0.0,6.2
4ad3,577.7838,-76.07547,265.76453,-145.87637,169.43423,318.9141,-182.2317,278.62238,-239.2334,229.57524,0.0,0.0,0.0,4.089974,0.0,0.0,4.62
4ad6,662.915,-74.51549,179.77892,-171.10912,67.62905,159.87671,-182.82988,208.11157,-213.30692,121.183754,0.0,0.0,0.0,4.305539,0.0,0.0,4.78
4ag8,198.99055,-58.856968,139.52972,-134.23944,265.18558,417.36258,-203.75458,334.92496,-241.73553,211.92166,0.0,0.0,0.0,6.1819377,0.0,0.0,8.96
4agc,94.45753,-53.54198,118.00241,-153.2152,356.40005,379.13358,-273.80362,430.82623,-249.34622,179.20384,0.0,0.0,0.0,6.1873603,0.0,0.0,10.7
4agl,811.0126,-81.47255,238.83055,-183.20277,13.799208,67.088936,-197.59564,194.30919,-230.62657,119.69019,0.0,0.0,0.0,3.1345828,0.0,0.0,3.65
4agm,764.1117,-85.42082,241.76085,-185.68793,53.195755,115.128006,-191.91086,219.22719,-230.45369,142.24136,0.0,0.0,0.0,3.836048,0.0,0.0,3.98
4ago,690.2003,-67.46508,195.36868,-166.68317,50.72643,147.50711,-180.1572,229.19978,-210.34093,121.15139,0.0,0.0,0.0,4.968453,0.0,0.0,4.81
4ahr,754.4182,-107.23555,357.06796,-182.20923,179.42976,294.2187,-188.0415,305.8011,-259.95816,219.12332,0.0,0.0,0.0,3.1982214,0.0,0.0,2.19
4ahs,731.4063,-102.97289,379.8797,-184.89848,214.43074,364.22177,-213.60954,340.1441,-276.15338,270.3406,0.0,0.0,0.0,3.1056323,0.0,0.0,2.19
4ai5,802.51636,-92.12234,292.2235,-193.69115,72.20031,148.51031,-191.1341,226.40141,-250.22282,176.14618,0.0,0.0,0.0,3.2177167,0.0,0.0,2.92
4aia,804.2944,-83.5333,231.09679,-191.39067,31.980015,94.13818,-186.24292,200.26595,-232.5881,132.68471,0.0,0.0,0.0,3.182652,0.0,0.0,3.66
4aje,677.9149,-74.75393,250.61641,-164.1896,80.08164,235.84277,-192.23721,232.0557,-230.03075,148.08519,0.0,0.0,0.0,4.077068,0.0,0.0,3.68
4aji,720.15173,-79.55606,254.98131,-171.32045,72.91295,189.43393,-195.0294,228.8484,-238.1055,144.30112,0.0,0.0,0.0,3.980776,0.0,0.0,3.55
4ajl,669.09656,-77.65698,258.0046,-169.74477,140.17021,236.39346,-175.33353,273.422,-235.62265,145.72595,0.0,0.0,0.0,4.936904,0.0,0.0,3.8
4alx,249.70126,-59.233486,270.42026,-145.92143,323.86182,481.85007,-250.66345,391.45395,-266.76685,282.8399,0.0,0.0,0.0,4.869239,0.0,0.0,7.28
4aoi,168.55927,-69.60914,234.94508,-161.00859,412.91937,506.97617,-281.28088,468.70438,-273.0652,264.18616,0.0,0.0,0.0,5.763775,0.0,0.0,8.4
4ap7,187.82632,-74.012825,221.3181,-147.15178,368.61145,547.50146,-251.44778,436.34967,-267.66675,260.04282,0.0,0.0,0.0,5.254256,0.0,0.0,7.96
4app,286.78058,-42.620453,304.85056,-132.01915,357.6672,432.37985,-267.1548,443.89627,-282.16315,264.96796,0.0,0.0,0.0,6.331661,0.0,0.0,7.19
4aq4,519.17523,-57.57449,164.46529,-148.99866,99.8262,243.17935,-196.59177,231.38698,-235.10246,154.64468,0.0,0.0,0.0,3.6613631,0.0,0.0,6.17
4aqh,361.4197,-52.7423,273.01657,-154.96605,338.1425,411.69672,-257.20602,410.18732,-273.79572,244.15382,0.0,0.0,0.0,5.317789,0.0,0.0,6.54
4ara,391.87094,-72.25573,279.85645,-166.93927,334.76773,414.2108,-253.23602,403.86972,-268.87,244.10345,0.0,0.0,0.0,4.63396,0.0,0.0,6.05
4arb,396.37955,-68.992546,308.18204,-177.82892,366.64264,442.89658,-265.3507,443.27124,-277.99725,263.81415,0.0,0.0,0.0,4.769845,0.0,0.0,5.89
4asd,199.22046,-66.94033,145.45021,-140.34045,299.8239,400.9838,-225.84973,381.96365,-249.8885,211.9355,0.0,0.0,0.0,6.502802,0.0,0.0,9.28
4ase,134.05971,-69.39299,30.976805,-141.0125,245.56723,330.70813,-209.66425,342.99338,-229.68576,152.47429,0.0,0.0,0.0,6.8858614,0.0,0.0,11.0
4asj,299.33615,-62.01238,233.7807,-148.18047,330.0431,407.71118,-262.48273,415.9088,-264.0152,218.71649,0.0,0.0,0.0,5.9819045,0.0,0.0,7.55
4att,502.7113,-65.41438,58.710308,-143.9621,25.242271,169.88914,-157.7725,162.34131,-193.63579,58.073254,0.0,0.0,0.0,4.5215826,0.0,0.0,6.98
4b34,819.2745,-94.77082,267.4638,-188.06364,36.329037,82.268074,-189.84586,187.45013,-233.15277,139.04121,0.0,0.0,0.0,3.2779484,0.0,0.0,3.14
4b35,847.5529,-102.372154,291.9856,-189.33362,34.580177,78.152534,-200.597,190.63869,-244.37497,146.00294,0.0,0.0,0.0,3.3712397,0.0,0.0,2.89
4b5d,336.74136,-57.63899,98.79885,-139.3197,149.116,315.80698,-183.04759,238.09128,-223.75467,151.46288,0.0,0.0,0.0,4.182079,0.0,0.0,7.89
4b5s,841.54785,-78.43716,247.95395,-182.73326,26.550198,58.54803,-177.78455,205.67914,-210.63208,114.40447,0.0,0.0,0.0,2.6827796,0.0,0.0,3.49
4b5w,791.4425,-90.76142,296.99014,-188.74501,53.84577,139.81558,-187.04482,235.28029,-243.6654,185.46089,0.0,0.0,0.0,2.8560998,0.0,0.0,3.33
4b6r,487.19647,-68.46464,202.24019,-146.94817,173.47252,330.57663,-203.18698,279.35382,-238.51251,202.11116,0.0,0.0,0.0,4.820958,0.0,0.0,5.85
4b6s,456.00635,-62.482174,200.29463,-140.4205,188.3293,354.87814,-200.85443,286.07718,-243.391,202.98566,0.0,0.0,0.0,5.853734,0.0,0.0,6.01
4b73,388.67633,-65.53694,159.66539,-139.5563,142.87971,302.55502,-181.14679,253.08104,-212.51941,162.46684,0.0,0.0,0.0,5.3563185,0.0,0.0,7.21
4b74,287.8182,-73.01585,188.17938,-156.45041,284.10156,395.67126,-217.68532,356.30618,-247.91191,202.51357,0.0,0.0,0.0,5.8213215,0.0,0.0,7.66
4b76,637.573,-77.37882,265.10565,-157.69205,99.12893,267.0652,-196.15195,249.07712,-238.17998,215.00311,0.0,0.0,0.0,3.9073489,0.0,0.0,4.54
4b7j,304.14212,-53.414143,161.16997,-139.82411,165.15758,357.88785,-203.8331,290.82184,-253.71986,192.21964,0.0,0.0,0.0,4.81879,0.0,0.0,7.95
4b7p,162.43518,-60.408504,183.16478,-133.34332,290.3837,474.44705,-255.57669,410.05386,-265.31882,258.4411,0.0,0.0,0.0,6.567942,0.0,0.0,9.46
4b7r,211.8979,-66.840096,39.375896,-123.6401,156.04092,312.81006,-185.12848,260.04266,-222.70319,123.15099,0.0,0.0,0.0,4.7519655,0.0,0.0,9.64
4b8y,294.3419,-63.740185,197.54436,-152.76707,269.70084,397.04868,-261.11765,370.31567,-283.17502,235.87238,0.0,0.0,0.0,5.1088147,0.0,0.0,8.05
4b9k,405.36398,-53.806934,198.49753,-155.4872,232.5012,323.17676,-184.65489,301.28238,-231.79312,149.2025,0.0,0.0,0.0,5.0022683,0.0,0.0,6.17
4b9z,615.7244,-79.31012,261.429,-163.10481,185.51764,330.5795,-205.79219,298.2093,-238.16322,208.66183,0.0,0.0,0.0,4.47758,0.0,0.0,4.09
4bah,259.18457,-45.06467,170.7822,-146.39586,292.61243,358.23978,-250.29108,369.34286,-254.67505,211.05447,0.0,0.0,0.0,4.9304748,0.0,0.0,8.7
4bak,212.81631,-57.903294,185.34856,-171.30797,381.0478,411.92236,-284.1972,433.54486,-265.6079,234.2505,0.0,0.0,0.0,5.249071,0.0,0.0,8.91
4ban,237.84201,-55.193058,184.1599,-168.5591,355.8301,399.6929,-270.35443,410.6916,-259.9952,226.38863,0.0,0.0,0.0,5.043872,0.0,0.0,8.61
4bao,268.2172,-43.758816,190.61714,-145.90549,302.81647,365.63715,-252.33124,374.49222,-260.13687,220.3694,0.0,0.0,0.0,5.00815,0.0,0.0,8.37
4baq,222.7909,-50.743977,154.52458,-150.45796,312.19342,375.37598,-247.1473,373.80676,-242.3056,206.20398,0.0,0.0,0.0,5.159256,0.0,0.0,9.01
4bc5,704.0191,-87.99039,188.59523,-170.33005,45.22736,143.2223,-184.80995,212.36961,-218.10756,122.826195,0.0,0.0,0.0,3.2003167,0.0,0.0,4.6
4bck,287.85336,-58.341606,100.39057,-133.71892,181.85464,318.83878,-198.3075,254.71075,-215.7166,138.45464,0.0,0.0,0.0,5.9526777,0.0,0.0,8.4
4bcm,306.57257,-49.54967,232.65065,-143.16135,303.1933,383.94452,-240.43196,351.78754,-249.63454,193.86993,0.0,0.0,0.0,6.5154057,0.0,0.0,6.91
4bcn,281.87125,-53.846645,202.34946,-143.69835,289.35037,417.89798,-238.2155,381.2468,-248.181,235.57886,0.0,0.0,0.0,5.303441,0.0,0.0,7.92
