name,set,-logKd/Ki,receptor_path
4kwo,refined,6.45,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4kwo/4kwo_pocket.mol2
5fut,refined,6.45,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5fut/5fut_pocket.mol2
5jss,refined,6.45,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5jss/5jss_pocket.mol2
1m2r,refined,6.46,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1m2r/1m2r_pocket.mol2
1r5y,refined,6.46,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1r5y/1r5y_pocket.mol2
1ro6,refined,6.46,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1ro6/1ro6_pocket.mol2
2xd9,refined,6.46,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2xd9/2xd9_pocket.mol2
2xdx,refined,6.46,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2xdx/2xdx_pocket.mol2
3o8p,refined,6.46,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3o8p/3o8p_pocket.mol2
3pd8,refined,6.46,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3pd8/3pd8_pocket.mol2
4m0y,refined,6.46,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4m0y/4m0y_pocket.mol2
4n07,refined,6.46,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4n07/4n07_pocket.mol2
4ymh,refined,6.46,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4ymh/4ymh_pocket.mol2
5dbm,refined,6.46,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5dbm/5dbm_pocket.mol2
5efj,refined,6.46,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5efj/5efj_pocket.mol2
5iwg,refined,6.46,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5iwg/5iwg_pocket.mol2
5uc4,refined,6.46,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5uc4/5uc4_pocket.mol2
5vb5,refined,6.46,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5vb5/5vb5_pocket.mol2
6epy,refined,6.46,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6epy/6epy_pocket.mol2
6qi7,refined,6.46,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6qi7/6qi7_pocket.mol2
1j01,refined,6.47,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1j01/1j01_pocket.mol2
3cm2,refined,6.47,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3cm2/3cm2_pocket.mol2
3s78,refined,6.47,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3s78/3s78_pocket.mol2
3tfp,refined,6.47,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3tfp/3tfp_pocket.mol2
4mhy,refined,6.47,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4mhy/4mhy_pocket.mol2
4mq6,refined,6.47,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4mq6/4mq6_pocket.mol2
4rd3,refined,6.47,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4rd3/4rd3_pocket.mol2
4zji,refined,6.47,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4zji/4zji_pocket.mol2
5j8u,refined,6.47,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5j8u/5j8u_pocket.mol2
5mes,refined,6.47,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5mes/5mes_pocket.mol2
6b4l,refined,6.47,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6b4l/6b4l_pocket.mol2
6np3,refined,6.47,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6np3/6np3_pocket.mol2
1f4g,refined,6.48,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1f4g/1f4g_pocket.mol2
1gpn,refined,6.48,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1gpn/1gpn_pocket.mol2
1rpj,refined,6.48,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1rpj/1rpj_pocket.mol2
2wnj,refined,6.48,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2wnj/2wnj_pocket.mol2
3g3r,refined,6.48,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3g3r/3g3r_pocket.mol2
3gsm,refined,6.48,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3gsm/3gsm_pocket.mol2
4e67,refined,6.48,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4e67/4e67_pocket.mol2
4q3t,refined,6.48,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4q3t/4q3t_pocket.mol2
5yyf,refined,6.48,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5yyf/5yyf_pocket.mol2
6fe0,refined,6.48,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6fe0/6fe0_pocket.mol2
6ql1,refined,6.48,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6ql1/6ql1_pocket.mol2
1dl7,refined,6.49,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1dl7/1dl7_pocket.mol2
3bft,refined,6.49,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3bft/3bft_pocket.mol2
3mho,refined,6.49,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3mho/3mho_pocket.mol2
3nw3,refined,6.49,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3nw3/3nw3_pocket.mol2
3s0b,refined,6.49,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3s0b/3s0b_pocket.mol2
4hw3,refined,6.49,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4hw3/4hw3_pocket.mol2
5cu4,refined,6.49,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5cu4/5cu4_pocket.mol2
5i2f,refined,6.49,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5i2f/5i2f_pocket.mol2
5nw2,refined,6.49,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5nw2/5nw2_pocket.mol2
5tuo,refined,6.49,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5tuo/5tuo_pocket.mol2
5vd0,refined,6.49,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5vd0/5vd0_pocket.mol2
6ftw,refined,6.49,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6ftw/6ftw_pocket.mol2
6q54,refined,6.49,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6q54/6q54_pocket.mol2
2weg,refined,6.5,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2weg/2weg_pocket.mol2
3bwj,refined,6.5,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3bwj/3bwj_pocket.mol2
4kzu,refined,6.5,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4kzu/4kzu_pocket.mol2
4mme,refined,6.5,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4mme/4mme_pocket.mol2
4oc0,refined,6.5,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4oc0/4oc0_pocket.mol2
4yxi,refined,6.5,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4yxi/4yxi_pocket.mol2
6o5t,refined,6.5,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6o5t/6o5t_pocket.mol2
6rfw,refined,6.5,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6rfw/6rfw_pocket.mol2
2usn,refined,6.51,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2usn/2usn_pocket.mol2
2xjj,refined,6.51,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2xjj/2xjj_pocket.mol2
3cj4,refined,6.51,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3cj4/3cj4_pocket.mol2
3hf8,refined,6.51,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3hf8/3hf8_pocket.mol2
3wmc,refined,6.51,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3wmc/3wmc_pocket.mol2
4zbi,refined,6.51,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4zbi/4zbi_pocket.mol2
5jvi,refined,6.51,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5jvi/5jvi_pocket.mol2
5t8o,refined,6.51,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5t8o/5t8o_pocket.mol2
6faf,refined,6.51,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6faf/6faf_pocket.mol2
6if0,refined,6.51,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6if0/6if0_pocket.mol2
6nyv,refined,6.51,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6nyv/6nyv_pocket.mol2
1alw,refined,6.52,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1alw/1alw_pocket.mol2
1g74,refined,6.52,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1g74/1g74_pocket.mol2
1k9s,refined,6.52,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1k9s/1k9s_pocket.mol2
1qy1,refined,6.52,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1qy1/1qy1_pocket.mol2
1zhy,refined,6.52,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1zhy/1zhy_pocket.mol2
2h4g,refined,6.52,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2h4g/2h4g_pocket.mol2
2nn7,refined,6.52,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2nn7/2nn7_pocket.mol2
2nt7,refined,6.52,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2nt7/2nt7_pocket.mol2
2oxy,refined,6.52,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2oxy/2oxy_pocket.mol2
2zft,refined,6.52,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2zft/2zft_pocket.mol2
3bva,refined,6.52,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3bva/3bva_pocket.mol2
3dx3,refined,6.52,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3dx3/3dx3_pocket.mol2
3hzv,refined,6.52,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3hzv/3hzv_pocket.mol2
3o9p,refined,6.52,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3o9p/3o9p_pocket.mol2
3uo4,refined,6.52,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3uo4/3uo4_pocket.mol2
4dko,refined,6.52,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4dko/4dko_pocket.mol2
4dkr,refined,6.52,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4dkr/4dkr_pocket.mol2
4uj1,refined,6.52,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4uj1/4uj1_pocket.mol2
4zeb,refined,6.52,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4zeb/4zeb_pocket.mol2
5g60,refined,6.52,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5g60/5g60_pocket.mol2
5nw0,refined,6.52,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5nw0/5nw0_pocket.mol2
6iez,refined,6.52,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6iez/6iez_pocket.mol2
2p7g,refined,6.53,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2p7g/2p7g_pocket.mol2
3wtj,refined,6.53,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3wtj/3wtj_pocket.mol2
1drv,refined,6.54,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1drv/1drv_pocket.mol2
1o3l,refined,6.54,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1o3l/1o3l_pocket.mol2
2h21,refined,6.54,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2h21/2h21_pocket.mol2
2zfs,refined,6.54,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2zfs/2zfs_pocket.mol2
3d0b,refined,6.54,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3d0b/3d0b_pocket.mol2
3fuz,refined,6.54,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3fuz/3fuz_pocket.mol2
3jvs,refined,6.54,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3jvs/3jvs_pocket.mol2
3sr4,refined,6.54,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3sr4/3sr4_pocket.mol2
4a4v,refined,6.54,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4a4v/4a4v_pocket.mol2
4aqh,refined,6.54,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4aqh/4aqh_pocket.mol2
4ht2,refined,6.54,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4ht2/4ht2_pocket.mol2
4leq,refined,6.54,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4leq/4leq_pocket.mol2
4pv5,refined,6.54,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4pv5/4pv5_pocket.mol2
4rfr,refined,6.54,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4rfr/4rfr_pocket.mol2
4uac,refined,6.54,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4uac/4uac_pocket.mol2
4w9k,refined,6.54,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4w9k/4w9k_pocket.mol2
5cqu,refined,6.54,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5cqu/5cqu_pocket.mol2
6gfs,refined,6.54,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6gfs/6gfs_pocket.mol2
6u8o,refined,6.54,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6u8o/6u8o_pocket.mol2
1dhj,refined,6.55,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1dhj/1dhj_pocket.mol2
1hmr,refined,6.55,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1hmr/1hmr_pocket.mol2
1hp5,refined,6.55,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1hp5/1hp5_pocket.mol2
1n4h,refined,6.55,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1n4h/1n4h_pocket.mol2
1yc4,refined,6.55,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1yc4/1yc4_pocket.mol2
1yda,refined,6.55,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1yda/1yda_pocket.mol2
2bok,refined,6.55,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2bok/2bok_pocket.mol2
2xxr,refined,6.55,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2xxr/2xxr_pocket.mol2
3s0e,refined,6.55,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3s0e/3s0e_pocket.mol2
4iue,refined,6.55,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4iue/4iue_pocket.mol2
4og3,refined,6.55,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4og3/4og3_pocket.mol2
5sym,refined,6.55,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5sym/5sym_pocket.mol2
5tpx,refined,6.55,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5tpx/5tpx_pocket.mol2
6e5t,refined,6.55,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6e5t/6e5t_pocket.mol2
2zq2,refined,6.56,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2zq2/2zq2_pocket.mol2
4db7,refined,6.56,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4db7/4db7_pocket.mol2
4lbu,refined,6.56,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4lbu/4lbu_pocket.mol2
5oaj,refined,6.56,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5oaj/5oaj_pocket.mol2
6f3b,refined,6.56,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6f3b/6f3b_pocket.mol2
1sld,refined,6.57,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1sld/1sld_pocket.mol2
2fqy,refined,6.57,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2fqy/2fqy_pocket.mol2
2hzl,refined,6.57,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2hzl/2hzl_pocket.mol2
2pwc,refined,6.57,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2pwc/2pwc_pocket.mol2
3ove,refined,6.57,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3ove/3ove_pocket.mol2
3qox,refined,6.57,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3qox/3qox_pocket.mol2
3tfn,refined,6.57,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3tfn/3tfn_pocket.mol2
4fs4,refined,6.57,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4fs4/4fs4_pocket.mol2
5er2,refined,6.57,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5er2/5er2_pocket.mol2
5evz,refined,6.57,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5evz/5evz_pocket.mol2
5g1a,refined,6.57,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5g1a/5g1a_pocket.mol2
5vcy,refined,6.57,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5vcy/5vcy_pocket.mol2
6ecz,refined,6.57,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6ecz/6ecz_pocket.mol2
1k1i,refined,6.58,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1k1i/1k1i_pocket.mol2
2p7z,refined,6.58,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2p7z/2p7z_pocket.mol2
3pb9,refined,6.58,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3pb9/3pb9_pocket.mol2
4cd4,refined,6.58,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4cd4/4cd4_pocket.mol2
1b58,refined,6.59,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1b58/1b58_pocket.mol2
1fiv,refined,6.59,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1fiv/1fiv_pocket.mol2
1izi,refined,6.59,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1izi/1izi_pocket.mol2
2e91,refined,6.59,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2e91/2e91_pocket.mol2
2pvh,refined,6.59,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2pvh/2pvh_pocket.mol2
2pwr,refined,6.59,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2pwr/2pwr_pocket.mol2
3gs6,refined,6.59,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3gs6/3gs6_pocket.mol2
3t8v,refined,6.59,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3t8v/3t8v_pocket.mol2
4qnb,refined,6.59,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4qnb/4qnb_pocket.mol2
4xas,refined,6.59,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4xas/4xas_pocket.mol2
5ew0,refined,6.59,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5ew0/5ew0_pocket.mol2
5l4i,refined,6.59,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5l4i/5l4i_pocket.mol2
5vja,refined,6.59,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5vja/5vja_pocket.mol2
6fag,refined,6.59,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6fag/6fag_pocket.mol2
1b38,refined,6.6,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1b38/1b38_pocket.mol2
1g7g,refined,6.6,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1g7g/1g7g_pocket.mol2
1jzs,refined,6.6,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1jzs/1jzs_pocket.mol2
2euk,refined,6.6,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2euk/2euk_pocket.mol2
2f7p,refined,6.6,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2f7p/2f7p_pocket.mol2
2j4g,refined,6.6,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2j4g/2j4g_pocket.mol2
2jdp,refined,6.6,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2jdp/2jdp_pocket.mol2
2wly,refined,6.6,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2wly/2wly_pocket.mol2
3dln,refined,6.6,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3dln/3dln_pocket.mol2
3ip6,refined,6.6,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3ip6/3ip6_pocket.mol2
3lxe,refined,6.6,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3lxe/3lxe_pocket.mol2
3v3q,refined,6.6,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3v3q/3v3q_pocket.mol2
4dkq,refined,6.6,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4dkq/4dkq_pocket.mol2
4h75,refined,6.6,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4h75/4h75_pocket.mol2
4mr6,refined,6.6,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4mr6/4mr6_pocket.mol2
4oc1,refined,6.6,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4oc1/4oc1_pocket.mol2
4x8o,refined,6.6,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4x8o/4x8o_pocket.mol2
4zzd,refined,6.6,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4zzd/4zzd_pocket.mol2
5i88,refined,6.6,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5i88/5i88_pocket.mol2
5l7e,refined,6.6,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5l7e/5l7e_pocket.mol2
5nw1,refined,6.6,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5nw1/5nw1_pocket.mol2
5z7j,refined,6.6,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5z7j/5z7j_pocket.mol2
6d5g,refined,6.6,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6d5g/6d5g_pocket.mol2
6eis,refined,6.6,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6eis/6eis_pocket.mol2
6i17,refined,6.6,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6i17/6i17_pocket.mol2
5o87,refined,6.61,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5o87/5o87_pocket.mol2
6d19,refined,6.61,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6d19/6d19_pocket.mol2
6fsy,refined,6.61,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6fsy/6fsy_pocket.mol2
1afk,refined,6.62,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1afk/1afk_pocket.mol2
1ii5,refined,6.62,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1ii5/1ii5_pocket.mol2
2ews,refined,6.62,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2ews/2ews_pocket.mol2
2j7b,refined,6.62,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2j7b/2j7b_pocket.mol2
2jgs,refined,6.62,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2jgs/2jgs_pocket.mol2
2vwc,refined,6.62,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2vwc/2vwc_pocket.mol2
3ljo,refined,6.62,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3ljo/3ljo_pocket.mol2
3ozp,refined,6.62,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3ozp/3ozp_pocket.mol2
4btk,refined,6.62,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4btk/4btk_pocket.mol2
4er1,refined,6.62,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4er1/4er1_pocket.mol2
4gfo,refined,6.62,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4gfo/4gfo_pocket.mol2
4mpn,refined,6.62,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4mpn/4mpn_pocket.mol2
4rd0,refined,6.62,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4rd0/4rd0_pocket.mol2
6eqv,refined,6.62,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6eqv/6eqv_pocket.mol2
6g38,refined,6.62,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6g38/6g38_pocket.mol2
2x7t,refined,6.63,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2x7t/2x7t_pocket.mol2
2yfe,refined,6.63,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2yfe/2yfe_pocket.mol2
3f8f,refined,6.63,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3f8f/3f8f_pocket.mol2
4k77,refined,6.63,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4k77/4k77_pocket.mol2
4lyw,refined,6.63,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4lyw/4lyw_pocket.mol2
4xip,refined,6.63,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4xip/4xip_pocket.mol2
5jt9,refined,6.63,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5jt9/5jt9_pocket.mol2
6b97,refined,6.63,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6b97/6b97_pocket.mol2
6elp,refined,6.63,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6elp/6elp_pocket.mol2
1lcp,refined,6.64,/home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1lcp/1lcp_pocket.mol2
