Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
2425	:	1752717817.443	     3.589	0	2594	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5wuk/5wuk_pocket.pdb
2426	:	1752717819.943	     3.639	0	2501	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4oks/4oks_pocket.pdb
2427	:	1752717822.444	     3.773	0	2769	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4hdp/4hdp_pocket.pdb
2428	:	1752717824.945	     3.687	0	2494	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3gkz/3gkz_pocket.pdb
2429	:	1752717827.449	     3.705	0	2713	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5g2b/5g2b_pocket.pdb
2430	:	1752717829.950	     3.544	0	2405	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6g3a/6g3a_pocket.pdb
2431	:	1752717832.455	     3.664	0	2618	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1rmz/1rmz_pocket.pdb
2432	:	1752717834.957	     3.481	0	2524	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6euw/6euw_pocket.pdb
2433	:	1752717837.458	     3.690	0	2719	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2qd8/2qd8_pocket.pdb
2434	:	1752717839.959	     3.709	0	2790	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1m0b/1m0b_pocket.pdb
2435	:	1752717842.460	     3.478	0	2727	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5n34/5n34_pocket.pdb
2436	:	1752717844.961	     3.512	0	2540	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6jbe/6jbe_pocket.pdb
2437	:	1752717847.465	     3.532	0	2454	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6eog/6eog_pocket.pdb
2438	:	1752717849.967	     3.694	0	2690	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5lz7/5lz7_pocket.pdb
2439	:	1752717852.469	     3.767	0	2597	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4dkr/4dkr_pocket.pdb
2440	:	1752717854.970	     3.550	0	2591	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2bo4/2bo4_pocket.pdb
2441	:	1752717857.474	     3.615	0	2477	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4rpo/4rpo_pocket.pdb
2442	:	1752717859.975	     3.536	0	2450	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5j0d/5j0d_pocket.pdb
2443	:	1752717862.479	     3.474	0	2609	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1f5l/1f5l_pocket.pdb
2444	:	1752717864.980	     3.427	0	2381	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3ocp/3ocp_pocket.pdb
2445	:	1752717867.481	     3.436	0	2765	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4gzw/4gzw_pocket.pdb
2446	:	1752717869.983	     3.513	0	2665	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/456c/456c_pocket.pdb
2447	:	1752717872.484	     3.490	0	2432	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1o0f/1o0f_pocket.pdb
2448	:	1752717874.985	     3.463	0	2565	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4avj/4avj_pocket.pdb
2449	:	1752717877.489	     3.297	0	2333	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5g4m/5g4m_pocket.pdb
2450	:	1752717879.990	     3.688	0	2685	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5ha1/5ha1_pocket.pdb
2451	:	1752717882.492	     3.609	0	2681	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4k3n/4k3n_pocket.pdb
2452	:	1752717884.993	     3.445	0	2309	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5mxf/5mxf_pocket.pdb
2453	:	1752717887.494	     3.581	0	2464	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4qyy/4qyy_pocket.pdb
2454	:	1752717889.995	     3.397	0	2580	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4ykk/4ykk_pocket.pdb
2455	:	1752717892.496	     3.631	0	2586	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2j34/2j34_pocket.pdb
2456	:	1752717894.997	     3.608	0	2843	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6qqw/6qqw_pocket.pdb
2457	:	1752717897.500	     3.592	0	2676	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1o5a/1o5a_pocket.pdb
2458	:	1752717900.002	     3.629	0	2679	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1bnt/1bnt_pocket.pdb
2459	:	1752717902.504	     3.340	0	2539	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1bty/1bty_pocket.pdb
2460	:	1752717905.005	     3.663	0	2744	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1sdv/1sdv_pocket.pdb
2461	:	1752717907.506	     4.078	0	2622	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3hv8/3hv8_pocket.pdb
2462	:	1752717910.008	     3.838	0	3019	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6p5o/6p5o_pocket.pdb
2463	:	1752717912.508	     3.481	0	2428	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6c2r/6c2r_pocket.pdb
2464	:	1752717915.009	     3.922	0	3394	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1rp7/1rp7_pocket.pdb
2465	:	1752717917.510	     3.605	0	2387	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4epy/4epy_pocket.pdb
2466	:	1752717920.011	     3.565	0	2656	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2x7t/2x7t_pocket.pdb
2467	:	1752717922.513	     3.598	0	2364	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4r4i/4r4i_pocket.pdb
2468	:	1752717925.014	     3.693	0	2583	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1w13/1w13_pocket.pdb
2469	:	1752717927.516	     3.250	0	2688	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4n5d/4n5d_pocket.pdb
2470	:	1752717930.017	     3.710	0	2417	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6cpw/6cpw_pocket.pdb
2471	:	1752717932.518	     3.478	0	2524	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6udv/6udv_pocket.pdb
2472	:	1752717935.019	     3.523	0	2587	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4i7l/4i7l_pocket.pdb
2473	:	1752717937.520	     3.483	0	2610	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2jh5/2jh5_pocket.pdb
2474	:	1752717940.021	     3.546	0	2705	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5aml/5aml_pocket.pdb
2475	:	1752717942.522	     3.518	0	2564	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1nfw/1nfw_pocket.pdb
2476	:	1752717945.022	     3.447	0	2468	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4qpl/4qpl_pocket.pdb
2477	:	1752717947.524	     3.409	0	2461	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4fev/4fev_pocket.pdb
2478	:	1752717950.026	     3.470	0	2333	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5wxh/5wxh_pocket.pdb
2479	:	1752717952.527	     3.580	0	2744	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4cpr/4cpr_pocket.pdb
2480	:	1752717955.028	     3.498	0	2790	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2bet/2bet_pocket.pdb
2481	:	1752717957.529	     3.506	0	2492	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3evd/3evd_pocket.pdb
2482	:	1752717960.030	     3.549	0	2501	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5ia3/5ia3_pocket.pdb
2483	:	1752717962.531	     3.563	0	2429	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5k8s/5k8s_pocket.pdb
2484	:	1752717965.032	     3.621	0	2942	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4omc/4omc_pocket.pdb
2485	:	1752717967.533	     3.608	0	2633	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1vso/1vso_pocket.pdb
2486	:	1752717970.034	     3.500	0	2651	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6fnq/6fnq_pocket.pdb
2487	:	1752717972.535	     3.442	0	2398	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3imc/3imc_pocket.pdb
2488	:	1752717975.037	     3.620	0	2507	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6gla/6gla_pocket.pdb
2489	:	1752717977.538	     3.246	0	2349	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6n5x/6n5x_pocket.pdb
2490	:	1752717980.039	     3.616	0	2644	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1atr/1atr_pocket.pdb
2491	:	1752717982.540	     3.509	0	2606	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1qb1/1qb1_pocket.pdb
2492	:	1752717985.041	     3.610	0	2612	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2y82/2y82_pocket.pdb
2493	:	1752717987.544	     3.360	0	2661	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6quv/6quv_pocket.pdb
2494	:	1752717990.045	     3.474	0	2699	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3ng4/3ng4_pocket.pdb
2495	:	1752717992.546	     3.555	0	2510	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1yqj/1yqj_pocket.pdb
2496	:	1752717995.047	     3.620	0	2488	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5nih/5nih_pocket.pdb
2497	:	1752717997.549	     3.391	0	2638	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1uz1/1uz1_pocket.pdb
2498	:	1752718000.050	     3.546	0	2834	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3e5u/3e5u_pocket.pdb
2499	:	1752718002.552	     3.527	0	2789	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4cpy/4cpy_pocket.pdb
2500	:	1752718005.054	     3.626	0	2936	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1j36/1j36_pocket.pdb
2501	:	1752718007.555	     3.447	0	2586	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1c5t/1c5t_pocket.pdb
2502	:	1752718010.056	     3.470	0	2453	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5xvg/5xvg_pocket.pdb
2503	:	1752718012.558	     3.634	0	2543	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1v2t/1v2t_pocket.pdb
2504	:	1752718015.059	     3.721	0	2678	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2x7u/2x7u_pocket.pdb
2505	:	1752718017.561	     3.780	0	2872	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3i4b/3i4b_pocket.pdb
2506	:	1752718020.063	     3.703	0	2767	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1c70/1c70_pocket.pdb
2507	:	1752718022.564	     3.524	0	2395	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5nvv/5nvv_pocket.pdb
2508	:	1752718025.065	     3.651	0	2659	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6got/6got_pocket.pdb
2509	:	1752718027.566	     3.822	0	2560	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4ddm/4ddm_pocket.pdb
2510	:	1752718030.068	     4.439	0	2614	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5m23/5m23_pocket.pdb
2511	:	1752718032.571	     4.322	0	2846	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3f8f/3f8f_pocket.pdb
2512	:	1752718035.073	     3.940	0	2689	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5j7q/5j7q_pocket.pdb
2513	:	1752718037.573	     3.465	0	2595	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1e3v/1e3v_pocket.pdb
2514	:	1752718040.074	     3.472	0	2552	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5od1/5od1_pocket.pdb
2515	:	1752718042.575	     3.671	0	2883	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5kva/5kva_pocket.pdb
2516	:	1752718045.076	     3.939	0	2514	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4xit/4xit_pocket.pdb
2517	:	1752718047.577	     3.518	0	2801	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3t2q/3t2q_pocket.pdb
2518	:	1752718050.078	     3.595	0	2970	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2iko/2iko_pocket.pdb
2519	:	1752718052.579	     3.565	0	2554	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1u71/1u71_pocket.pdb
2520	:	1752718055.080	     3.703	0	2712	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5efj/5efj_pocket.pdb
2521	:	1752718057.581	     3.700	0	2749	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5ekm/5ekm_pocket.pdb
2522	:	1752718060.082	     3.476	0	2348	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4mrg/4mrg_pocket.pdb
2523	:	1752718062.584	     3.456	0	2705	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4riv/4riv_pocket.pdb
2524	:	1752718065.085	     3.519	0	3216	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3p3t/3p3t_pocket.pdb
2525	:	1752718067.586	     3.440	0	2635	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3tu7/3tu7_pocket.pdb
2526	:	1752718070.087	     3.557	0	2610	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6j9y/6j9y_pocket.pdb
2527	:	1752718072.588	     3.556	0	2582	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2al5/2al5_pocket.pdb
2528	:	1752718075.089	     3.763	0	2632	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3u6h/3u6h_pocket.pdb
2529	:	1752718077.590	     3.529	0	2843	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6qr7/6qr7_pocket.pdb
2530	:	1752718080.091	     3.482	0	2587	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1o35/1o35_pocket.pdb
2531	:	1752718082.592	     3.553	0	2630	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3buh/3buh_pocket.pdb
2532	:	1752718085.093	     3.685	0	2619	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5hz8/5hz8_pocket.pdb
2533	:	1752718087.596	     3.638	0	2438	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5op5/5op5_pocket.pdb
2534	:	1752718090.097	     3.583	0	2569	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6dpx/6dpx_pocket.pdb
2535	:	1752718092.598	     3.368	0	2471	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2fx6/2fx6_pocket.pdb
2536	:	1752718095.100	     3.553	0	2718	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4ks1/4ks1_pocket.pdb
2537	:	1752718097.601	     3.587	0	2472	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5k9w/5k9w_pocket.pdb
2538	:	1752718100.102	     3.664	0	2588	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1mu6/1mu6_pocket.pdb
2539	:	1752718102.608	     3.392	0	2415	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4xy8/4xy8_pocket.pdb
2540	:	1752718105.109	     3.595	0	2560	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5h8g/5h8g_pocket.pdb
2541	:	1752718107.611	     3.592	0	2704	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6dif/6dif_pocket.pdb
2542	:	1752718110.112	     3.528	0	2537	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4io3/4io3_pocket.pdb
2543	:	1752718112.614	     3.700	0	3009	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2x91/2x91_pocket.pdb
2544	:	1752718115.115	     3.614	0	2868	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6dyy/6dyy_pocket.pdb
2545	:	1752718117.616	     3.460	0	2518	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5u6j/5u6j_pocket.pdb
2546	:	1752718120.117	     3.694	0	2622	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4b8y/4b8y_pocket.pdb
2547	:	1752718122.618	     3.585	0	2747	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1mtr/1mtr_pocket.pdb
2548	:	1752718125.119	     3.496	0	2588	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1ezq/1ezq_pocket.pdb
2549	:	1752718127.620	     3.865	0	2944	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4ngp/4ngp_pocket.pdb
2550	:	1752718130.121	     3.358	0	2675	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3zdv/3zdv_pocket.pdb
2551	:	1752718132.622	     3.513	0	2799	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3bex/3bex_pocket.pdb
2552	:	1752718135.124	     3.472	0	2590	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3zt3/3zt3_pocket.pdb
2553	:	1752718137.626	     3.588	0	2641	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4q0k/4q0k_pocket.pdb
2554	:	1752718140.130	     3.419	0	2856	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6fba/6fba_pocket.pdb
2555	:	1752718142.634	     3.490	0	2669	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1gi4/1gi4_pocket.pdb
2556	:	1752718145.135	     3.526	0	2828	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/1x1z/1x1z_pocket.pdb
2557	:	1752718147.636	     3.601	0	2375	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4qb3/4qb3_pocket.pdb
2558	:	1752718150.138	     3.642	0	2746	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4q1y/4q1y_pocket.pdb
2559	:	1752718152.639	     3.338	0	2815	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5ji8/5ji8_pocket.pdb
2560	:	1752718155.140	     3.513	0	2987	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5f74/5f74_pocket.pdb
2561	:	1752718157.641	     3.934	0	2518	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3m6r/3m6r_pocket.pdb
2562	:	1752718160.145	     3.930	0	2928	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3t6b/3t6b_pocket.pdb
2563	:	1752718162.647	     3.493	0	2462	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2bal/2bal_pocket.pdb
2564	:	1752718165.150	     3.677	0	2641	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4gr0/4gr0_pocket.pdb
2565	:	1752718167.651	     3.654	0	2907	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5l30/5l30_pocket.pdb
2566	:	1752718170.152	     3.373	0	2357	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4p58/4p58_pocket.pdb
2567	:	1752718172.653	     3.380	0	2792	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/2ymd/2ymd_pocket.pdb
2568	:	1752718175.156	     3.530	0	2524	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6udu/6udu_pocket.pdb
2569	:	1752718177.657	     3.556	0	3090	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6p87/6p87_pocket.pdb
2570	:	1752718180.158	     3.513	0	2466	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4y4j/4y4j_pocket.pdb
2571	:	1752718182.659	     3.309	0	2506	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/3alt/3alt_pocket.pdb
2572	:	1752718185.160	     3.955	0	2597	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/6fnf/6fnf_pocket.pdb
2573	:	1752718187.668	     3.562	0	2703	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5om7/5om7_pocket.pdb
2574	:	1752718190.171	     3.687	0	2462	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/4bcp/4bcp_pocket.pdb
2575	:	1752718192.672	     3.656	0	2606	0	0	./prepare_complexes_chimera.sh /home/karen/Projects/pdbbind/PDBbind_v2020_refined/refined-set/5exn/5exn_pocket.pdb
